"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1641.98314539816","1425.38674137997","839.572029875231","791.646996154285","855.081040948197","928.092496577322","989.642343225193","1031.0982588437","1116.90719223871","1166.18796165036","1249.61212926568","1385.04479407791","1582.05762167092","1815.78822447999","2018.4601408702","2312.98286133538","2636.256648197","3019.46556064022","3250.49861101145","2810.1928405123","2889.56622817115","3043.26278613609","3278.67044811176","3402.08385452333","3538.52939227858","3666.14182210905","3689.83008213399","3985.91669835177","4215.89939440524","4561.96779894751","4256.13122785453","4526.59748878641","5116.2057562944","5566.31849291352",
"American Samoa","ASM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12804.4358444426","12980.7222956862","13105.1690778892","13136.4800805944","12690.5291104991","13029.6162843735","12795.0245577508","12378.1701945665","12532.3111237111","12656.6881389142","12247.6352882148","12098.2751505435","12494.9802110307","13101.5418159165","13116.4309769201","12442.8576653719","13049.3301536176","13288.3565565116","14214.6464600557","14464.8140504798","14969.0599426218","",
"Antigua and Barbuda","ATG","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","6037.33657210346","6281.21292409953","6759.33155410498","7279.41403326264","7535.42178992067","7511.18275595914","7892.64980321826","8701.06940738496","9411.37371669233","10547.6184826159","11309.2502730933","11967.862965601","12664.9312502928","13109.7642935137","13330.7280795178","13271.3977621805","13722.7890627249","14368.709829503","13475.9082793308","14077.8230002762","14551.9961541616","14956.1376280045","15248.2378975637","15927.908388285","14972.0975277549","14933.8695653725","15662.8336503037","16384.3344482436","17242.3482864659","19187.0307909482","20687.6871294913","20377.9377692928","17667.848771473","16062.015811277","15559.6619731223","15911.0962823771","15668.4355109479","15882.3092572073","15985.5411386971","16526.4361374728","16830.3962602848","17901.0409130559","18357.6788222183","14803.7695057464","15921.095120946","17335.047039518","17902.3799187494",
"Australia","AUS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","19904.9434051899","19997.2293980671","19767.6523268364","20597.6443090889","21607.2516491539","22455.045591957","22470.2684141992","23587.4082897201","24355.4115431335","25531.2884957127","26829.528618812","26975.445562896","27519.7226756501","27812.095991984","28230.7264719518","28257.9555119328","28700.285008013","29398.9998931648","29318.7118606228","30178.355711185","30717.7561435045","31251.7683092503","31735.9392297579","30608.2294425298","31631.6308918094","32860.6513130846","33673.193387005","34014.7198246465","35388.1303699477","36143.6352761194","36887.251664964","36280.9834612664","36030.4862484959","37155.9843147161","38264.3816178142","39309.9946645623","40336.2991458718","41463.6456612621","42966.7934047812","44636.024252846","45858.5800928021","46190.3812078014","47485.3410904497","48393.1367217128","49901.0152957826","50852.1612015639","51552.8938296061","52530.7018930125","53335.0057039403","53235.9235822531","53581.1585830189","54114.7261907858","55261.9183780127","55734.5743411489","56341.1341492724","56758.8692027821","57432.1802853452","57804.0509065758","58600.7903562771","59000.7354442453","58082.4265799182","59225.5245403582","60972.8703431498","61340.7104848018",
"Austria","AUT","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11960.9575119009","12554.3067865039","12808.0882900671","13252.7167407131","13970.9259918961","14363.5107985373","15067.9661698569","15405.6407621285","16011.273755776","16957.4593261439","18101.9919477322","18943.1811467755","20002.5561105758","20864.8474583279","21650.4867976498","21629.0463028275","22659.317777419","23801.2675449624","23770.3662432365","25086.400193858","25520.74055574","25419.0096476102","25911.6609400039","26725.1907228527","26740.5772417596","27395.8726479906","28008.5545890344","28370.7178819139","29264.3235778252","30265.1932308117","31340.6812927165","32097.2410936755","32410.53977326","32313.7118722637","32962.8174189767","33790.4849857504","34537.7395746518","35220.8877426259","36442.2882333384","37664.9432792116","38842.8905195831","39184.8085972636","39636.4826114521","39815.2219533064","40651.2266155811","41281.2707559522","42496.3510516831","43937.7128905744","44440.055889928","42655.1921304813","43334.5089644691","44451.0001918473","44549.881698231","44299.3781845446","44245.1687398338","44195.8175947748","44590.2516278164","45281.723399938","46154.6250956541","46616.3591743242","43343.9718951136","44984.4197366909","46697.8565193913","45851.7248755344",
"Azerbaijan","AZE","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2820.84010307402","2764.07399346223","2107.29678414183","1596.13266566318","1264.5271891937","1102.49789007407","1105.58724229428","1158.4816576176","1262.29188712613","1343.85593869878","1480.80869072436","1614.84885813475","1754.13524132991","1918.61103696953","2077.88527047339","2631.85145279408","3501.16482500603","4327.11360468848","4693.07707968116","5023.9672905028","5215.20415429496","5152.83850244744","5194.92091665083","5426.09594155961","5506.18169600319","5500.50364628486","5270.738165712","5229.7098898586","5262.36870473368","5348.45318851823","5083.56025445721","5345.43986445831","5595.25578671563","5674.48347713732",
"Burundi","BDI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","290.73323233318","244.593410172662","260.162382771694","265.339863440219","274.074490035551","277.187951460516","283.142082370667","314.293254465552","306.075142265822","295.263604618934","350.71277818515","351.87235066972","329.603111029518","353.073650613295","342.024209740745","336.217191788376","355.185953992377","386.191747952009","371.953871816733","369.187423940693","357.683134093718","385.29527839988","371.997224044867","375.677006365419","367.266232607122","401.767206808135","407.117326369354","419.8560539724","431.437298111009","428.971415336034","435.070943030531","447.74485725565","440.59185674793","427.068997987238","408.419316193019","354.116180883601","325.911916363427","321.089690695961","330.128930687301","319.13580076384","310.006710937075","308.645199045727","313.486405879893","300.086152973384","303.119670015727","294.738773386661","299.769120820711","298.936660421865","300.841349240995","296.847094871617","297.79172709311","299.017175665192","301.481319294821","305.29083523866","307.765531301255","289.359627206129","282.975966580511","277.959803051524","274.131908470855","270.137277399698","263.360988694576","264.364832925637","262.184804661597","262.16570564686",
"Belgium","BEL","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11649.369600906","12188.7653679305","12773.0989869463","13229.6547028561","14016.7052974869","14384.5659713318","14738.6366618062","15223.7700508338","15799.996501178","16799.8650959191","17849.4947135456","18527.1487401867","19432.03103295","20607.1809135777","21480.261317053","20997.2068325293","22144.5236139589","22255.6844094244","22866.8232310329","23381.1272443226","24393.2981775195","24325.8132752066","24477.1998826276","24555.480969759","25161.4909793831","25569.4893301131","26026.2804981502","26603.9280981301","27772.0520454683","28631.3190930238","29441.6621481593","29870.1477747077","30204.5637515713","29797.4063198776","30664.3078546408","31329.892072751","31681.9363634502","32804.3605402361","33376.5748398965","34479.9064484695","35674.7912530713","35943.2379602838","36393.2417665704","36617.3803840227","37761.2813189981","38426.0519083731","39147.7635597291","40290.2277563956","40151.8498740394","39025.2207908291","39777.9252767366","39929.0951439359","39975.5736402458","39970.3174974794","40421.4207919096","41008.296719472","41318.0196388476","41825.7628316432","42382.3182763247","43098.4750626966","40636.8066159524","43273.6357003252","44198.1960002523","44283.2077143463",
"Benin","BEN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","657.218941472548","667.519708584764","634.185932984234","652.908959830646","684.006879013543","706.995675854665","718.412241835776","712.090360972625","724.80123666454","730.561746833988","730.523347638838","704.458103023043","733.570984338802","744.028810782859","751.663718550677","698.485150721327","688.039909675516","704.787862484247","695.880995390616","722.399496330459","750.960006852968","803.165084021798","798.268239493815","742.119327149035","778.291448319867","812.948320265279","806.540433840978","771.161155387832","773.846974402281","729.40878399747","771.075863942672","779.423308996131","778.255268187382","787.819118671759","774.262921849048","804.350332949706","817.849735154666","839.951696639742","847.074487447985","865.452562442073","888.7301846043","908.34770296719","922.417638712749","925.849261110125","938.038178082492","924.269524057926","931.769140852323","959.554993438235","977.303163152452","970.96596890556","962.816109497413","962.744589671191","980.074613183631","1020.52823402077","1054.10876657886","1041.65252312918","1045.15093654506","1072.36203196965","1111.22724744153","1153.72620994687","1164.70896655031","1214.07758986371","1255.60729255385","1300.32000156344",
"Burkina Faso","BFA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","243.93050553735","250.156278096897","261.624327159299","254.473938037947","256.312297704053","261.742461386161","258.889877358887","277.09131210927","280.780249418058","281.606365864714","277.11683082762","276.300448128691","277.939872872338","274.346713995435","291.630502933277","294.487871813323","312.92757805184","306.9005644689","313.173820458861","316.370110831912","310.472576927602","315.01634272242","335.801318227933","327.595560472876","312.624170042132","329.56999374725","345.877431420371","335.766934588318","345.848563198923","344.090366511405","333.171594848128","354.321888397381","346.507269030771","349.701976103549","345.48170262854","355.987941108887","385.229199903974","399.184999776656","416.741699695686","434.658392235177","429.847372221369","444.549754885185","449.853931204666","470.129582544017","476.009980870819","501.207250155342","516.176767669085","521.345259206121","535.583644683452","535.516834528107","563.926776717482","583.679477111581","602.786758836388","618.804583232191","626.626250796789","632.12668582235","650.417260900551","671.251796273706","696.044570830807","717.374533770247","712.38495007516","741.892616172966","735.998131899835","738.956534222892",
"Bangladesh","BGD","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","441.601907067271","454.937408784106","465.576890370056","449.722070149812","484.210924574898","477.475449034958","475.387679290907","452.655508247268","480.964051502945","473.005099069428","487.19815932108","454.883052541971","385.842455086398","388.598252246795","415.346499654796","389.020211271426","402.004454411559","403.465449870216","421.910040246245","431.908515073499","424.957871379768","443.930008463889","441.114326566142","445.70123100656","454.680779664409","458.002633833031","465.888757976508","472.790584778301","473.847346129016","477.045724400255","493.267042171968","500.668369706424","518.290537246288","532.438345837954","542.643630478867","559.884425240634","575.036296472668","590.208555271543","609.225959402137","625.581952940985","646.263072570149","666.300049997793","679.104267562964","698.975772118855","723.480067999051","759.154640105719","800.060402798478","847.577442326419","890.606662702575","927.34138936237","967.898522807535","1017.98263393552","1070.9685396209","1121.07617942151","1174.30240138137","1236.4354555046","1308.18840641163","1377.08356162655","1460.81351644884","1558.50779749774","1593.90308825469","1685.02093460066","1785.36131679937","1869.16393296539",
"Bulgaria","BGR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","3431.52129713765","3587.69478063472","3660.6072922889","3776.74082304142","3895.88972071386","4000.49254405428","4169.92305521461","4415.89065755722","4893.69403838899","4788.39687862608","4431.02887629317","4097.19211002501","3840.24638175715","3813.70207811926","3896.24427725466","4025.64582657018","4257.09509997779","3678.51659777581","3843.46219983665","3540.55607978555","3721.30349088753","3941.27569082129","4264.27170075693","4523.28622301352","4854.27338684105","5236.08637234369","5634.91120941322","6054.23248486193","6470.5897344519","6294.43339163401","6434.55243121679","6611.30384465112","6699.50300142444","6700.53598752466","6802.71032404882","7078.86032298969","7344.44350277757","7601.43847400596","7862.86182980047","8237.92678290482","7958.82683957222","8638.7183764058","9550.94254965707","9779.82206379364",
"Bahrain","BHR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","16762.1477873994","16409.4612015953","17315.4706870388","18689.6290660178","19224.6704893418","16635.5589765096","20625.5560338674","22180.0209220638","21952.4082640887","21679.8353941126","21264.155043303","19342.2468857768","17259.3885622075","17736.0039546083","17981.7408008251","16528.4861859665","16136.293878813","17189.3101021761","17754.3306861698","17213.1083826658","17383.9851054323","18686.2550615513","19251.2290732391","20998.5149871375","20257.5672143318","20377.6989975404","20550.6260018961","20540.6801583562","20889.5170964551","21169.2320806792","21686.2180612866","21653.7492127172","21838.53734983","22320.785401588","22297.6128596465","21999.6165028439","21756.44307693","21986.0606893547","21890.4278115558","21131.1726696794","21425.9294387865","21879.1833415252","22456.564355393","22983.753735606","23078.8821452468","22850.6653959938","22847.346035373","22950.2121414159","22994.1520744625","23384.7592873445","22550.9526363305","23359.6882052648","24353.0732609115","24734.3420692952",
"Bahamas, The","BHS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","19087.6822524481","20119.3955730705","21150.9624114752","22260.5683676071","23508.9588326016","24873.1149990582","25968.9104772322","27224.7254443638","28222.5140849336","29459.5536493074","26804.5959193988","26456.892465229","24891.0924637294","26168.5996737939","21321.1773154579","17794.8044082099","18334.6945112626","19591.3494714209","21903.0214592609","27073.0460954458","28274.0909464374","25192.083323201","26391.0001690501","26830.7862670009","30051.2631473717","30891.6184021954","30836.2474769552","31158.4966129606","31286.5066888677","32757.2428364123","31616.7703578975","29704.3331395551","27968.6938280297","27452.0461090271","27754.6792668741","28432.5681444605","29110.6944139055","28987.631992687","29851.856870498","31497.75429631","32325.792211501","32710.503480163","33155.1520338221","32301.7272153067","32149.9340647491","32791.1312740782","33153.0893732904","33162.1615766035","31933.654828226","30162.8049495364","30199.018786998","30008.1161367305","30575.1613209681","29423.3036228047","29698.7583170363","29722.4068429349","29192.7464530018","29781.065814052","30344.799600125","29736.7942241419","23256.116064165","26743.8740303048","29477.2358532721","30061.65465132",
"Bosnia and Herzegovina","BIH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","783.173697909788","708.688954165867","698.22064049143","740.627686823709","862.594604617096","1003.48438990554","1485.10936630427","1959.08506209872","2247.24399795371","2438.72349252629","2554.56412722302","2606.75038802225","2735.53528891356","2851.27355293672","3061.5514269136","3218.59420346468","3423.12398437087","3669.01679463491","3932.01532284236","3878.44046719839","3980.44230694868","4091.58188509905","4133.9027239173","4297.49349638782","4403.67391492671","4654.60862038896","4865.35129060464","5082.997253877","5339.47706826984","5558.08143990697","5459.21962930891","5947.72570281522","6270.85848741206","6421.00714402147",
"Belarus","BLR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2890.53983992577","2854.53622737143","2574.83781487933","2373.90339347031","2098.63564378197","1886.48765500704","1945.84949874724","2176.70415422606","2370.19931902576","2461.84020141509","2616.92718207462","2754.67940755159","2912.1391533393","3139.138008459","3522.50895051924","3880.03540993424","4294.25195442984","4685.00569510858","5180.74043814711","5203.88310280701","5621.96765833161","5938.25288220092","6047.90392508586","6110.9378011916","6212.93577948099","5967.06856034227","5811.25053972855","5964.91436287762","6165.95788671048","6267.76513932041","6252.00881913912","6457.75126990834","6206.6488548556","6482.82033273897",
"Belize","BLZ","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1558.79146139489","1593.99986397467","1629.73185477127","1664.2429446185","1697.4875968494","1729.09200808346","1757.53619084464","1788.45913472421","1863.1266152242","1903.2355207645","1949.2017057622","1990.39228732307","2159.34042724342","2242.25497518472","2511.75845863186","2558.61527701577","2506.57880100683","2616.26119112696","2767.60283932013","2915.00791355973","3231.27371254092","3188.14652605399","3108.54725928843","2970.89337005879","2959.90914344308","2921.91686971687","2985.95270708503","3233.23007802175","3471.77836217117","3838.28426926129","4112.3351346481","4501.23662633497","4972.20639290369","5171.99742590505","5060.49017950617","4968.7931887733","4873.27030403234","4909.38308472894","4923.84254351543","5206.65184289169","5657.45668410412","5755.75700733671","5879.60420677488","6252.22071808097","6355.39959263598","6305.35056027776","6399.14591076674","6422.30432705668","6147.69092738349","5954.4055819312","5879.73330072552","5729.99205705659","5807.26305278482","5930.7323907739","6034.40219556644","6098.60007958976","5974.37916958583","5750.50356874356","5699.06280152249","5833.17356188628","4957.94386791141","5768.90838784117","6191.66283746796","6385.37358431913",
"Bermuda","BMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","37935.8868025746","38751.2332290275","39527.7963005175","39029.4477442819","42301.4324101366","43253.5439321124","48593.3905379125","53985.6404754291","54082.1391378599","54904.694262487","57309.1583731722","59713.4402581616","61244.5370420643","62615.315346966","63637.715364399","66534.0405871464","72208.7316209556","76180.8012896717","76999.157806954","78360.6870414336","83239.5346082661","84633.160483289","79583.1339569096","80483.7350107827","80164.5663042104","77902.6541876943","82395.2731829964","84794.9968804905","87481.3787979104","87131.9494123899","86436.2343086978","83812.1328015956","84371.0356555145","86444.678219915","86361.9528113298","89518.2776350258","91261.1514849131","94878.4922499734","97857.323281354","100602.927482617","109001.586029756","115619.474683728","113172.120633639","116268.816861242","118193.148720988","119396.449407765","125294.959387025","128757.880688002","125610.033442692","117886.737990193","115839.79601113","112471.34754245","106119.795030798","105492.480708055","101374.469787793","102005.62564189","102407.394383438","107237.031768386","106697.737486296","107036.239271085","99739.9798806056","105357.701237429","112431.384133779","",
"Bolivia","BOL","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1275.17751015749","1275.25566351313","1318.73679430981","1379.25739341185","1404.03031424731","1442.22159976987","1513.08024298728","1574.50710651458","1672.21589924873","1709.31631566674","1759.66516466574","1808.31408206939","1909.4087737791","1974.33012210023","1987.16265028233","2085.03168196662","2132.75901059484","2188.88046496916","2184.04869854282","2138.52835477203","2062.96904633706","2023.87974429444","1902.5858918619","1787.05272718654","1746.00948707974","1680.79401809447","1603.29696498391","1608.4035574091","1620.50103683865","1646.80916412334","1687.44272404907","1739.85461002935","1732.73911582417","1770.77689865406","1817.47340246193","1866.65293258167","1912.00225931629","1970.1680814491","2031.97220585345","2003.86130834366","2017.39460861999","2015.37747944243","2029.61794375322","2048.55981761044","2097.25835323189","2152.36196979617","2216.54470883828","2277.50382618283","2376.0780894158","2414.12994536401","2471.47363280645","2556.83026947588","2643.6908163643","2777.72053240937","2882.80689613638","2975.64881143063","3054.89254761291","3135.031645714","3219.20089192093","3242.94884532224","2920.19744733394","3061.89929518248","3134.76632143947","3168.73190125574",
