"Data Source","World Development Indicators",

"Last Updated Date","2024-10-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Early-demographic dividend","EAR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1047.76829004954","1070.64520006336","1085.86700874742","1114.98448103052","1177.89089865415","1219.68490003802","1241.99319328799","1280.49029790119","1339.47048422009","1394.70850940894","1473.79490050137","1522.60416187333","1592.91511284279","1666.86638811577","1739.45331405148","1740.01500596228","1822.44405263861","1852.42127454481","1836.15112547105","1868.01342661707","1884.393808781","1903.08071316239","1854.21409284338","1811.72928536907","1804.63866221021","1778.12746196902","1778.82228005928","1782.48548244738","1802.78087927758","1801.98870175339","1854.63558515549","1899.43543551368","1933.69125080266","1958.63444823998","1985.70286267017","1994.58738600477","2066.69870059616","2123.20399805631","2133.82058434878","2137.82078854547","2191.16946489366","2173.20546970509","2173.0240812867","2250.00500960126","2348.40742088284","2445.35882417908","2551.19051565433","2653.39209193505","2702.72925257712","2678.89016799073","2809.83930610717","2903.57468154538","2981.41202372022","3058.81309410548","3140.73548231197","3234.22594362502","3331.74275808839","3440.6463665264","3527.04855505727","3566.648876978","3370.59529700952","3588.25797533626","3748.87576565348","3856.95975265872",
"East Asia & Pacific","EAS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1142.11423020758","1183.81920496688","1231.37433577349","1295.43637034296","1397.39547404324","1460.46813896288","1546.32639445935","1620.55234619553","1728.72602751681","1878.50397646648","1902.28695758349","1950.86859074873","2042.00660085607","2150.11902863784","2127.07809963828","2162.88042220666","2216.01551626828","2295.036833212","2390.8252176061","2493.07215795359","2549.2286297929","2628.294099756","2693.21601293602","2767.97337089235","2894.98056849765","3014.45202088589","3114.00245252008","3256.08471739778","3447.7542815067","3569.82426574632","3694.83886087472","3818.84718654295","3928.01049259509","4040.75779788511","4199.29775878594","4383.99345626246","4575.82665492588","4706.88855343641","4676.53738738425","4802.75011756146","5014.5756517202","5133.93360538339","5313.81431963569","5532.54097625604","5812.7820438477","6109.89609366852","6456.11480959098","6887.67337750927","7137.71938598154","7269.6378096616","7769.61597115339","8135.86488558548","8489.72239014259","8865.87423867322","9218.64238098832","9586.05662481986","9962.27714667915","10391.8836377641","10820.1895902044","11189.0858667486","11125.2659313953","11786.0727990529","12100.7252591924","12567.7383948169",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","3459.32164299428","3523.21694952074","3525.6623911565","3581.701707873","3377.72812904746","3190.13914686208","3103.98982062737","2781.1440562579","2798.78510323951","2895.34692257692","3042.50031055229","3102.3952623223","3059.01421444567","3254.96939453011","3237.29486026717","3429.87168693387","3640.05624305656","3971.11780812973","4285.11718209403","4612.78297777577","4917.69469281513","5032.07122363703","4819.27250925119","5111.14548014961","5497.99637325244","5675.73804205951","5998.65866439551","6148.36415738655","6312.15034167041","6430.65951681836","6748.1820425955","6926.95089041506","7021.20685737201","6995.15572382393","7571.51514115903","7922.9817971703","8269.25326953864",
"Europe & Central Asia","ECS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","7265.3245633462","7555.93597379054","7820.30159625108","8108.21709096611","8487.11839840229","8768.88886937816","9016.09543129778","9240.68688975557","9651.65706376263","10137.3057649229","10561.6756435418","10873.4521959331","11288.4654453207","11858.0189139007","12025.4155605186","11842.5208068559","12277.4442396264","12543.9014995952","12847.0428938286","13233.0773708083","13337.3961025483","13317.3032470237","13365.4970915992","13547.6149297204","13823.2844694104","14120.3628193098","14417.9515527702","14769.7074505254","15292.4597172475","15737.9970318866","16018.263272769","15960.5105870186","15782.7535044637","15604.9010249646","15754.4574332484","16062.6724147273","16316.7613594384","16789.2039906322","17207.0376569177","17682.2195997423","18432.3453420856","18823.7720616274","19087.3042304403","19380.3240594225","19940.1639801766","20411.5043316133","21135.5650545865","21837.7137285623","21969.7643763921","20906.5942933361","21378.6970372717","21826.6654886859","21821.2110584583","21906.8363843785","22225.680496474","22579.1836978638","22905.1508077141","23479.2803248158","23890.7705756439","24242.0406418536","22863.9180804506","24334.8623198819","25189.9230456369","25351.795196889",
"Ecuador","ECU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2377.55884105386","2429.25037961056","2476.34871148917","2456.23099659092","2562.35848908405","2569.89037411713","2487.34183305328","2527.4659296873","2501.79393753824","2543.77812331243","2641.42668116563","2728.62829536375","2785.41802913668","3085.77279868002","3336.96188789538","3601.65210609968","3762.92253645575","3720.26746178096","3827.51388328209","3865.30576830776","3903.53436939058","4015.6486412291","3936.64854324709","3823.79970765717","3825.41420100997","3876.55676997484","3911.2194337362","3805.14393099182","3932.1223035043","3878.15843774019","3928.65842714695","4006.59584524722","4005.86096434684","4004.69311961486","4096.18161607979","4110.91310922055","4106.26329396518","4207.99595136108","4269.99000199506","3998.0273528157","3973.03005010677","4069.55768474214","4196.57413303095","4242.77864407651","4454.49472618434","4614.70842300313","4732.87573654346","4740.75898913528","4966.6192952595","4937.0383970139","5051.38961980715","5390.58436739307","5611.68047480911","5924.85887264747","6084.30764715655","6002.1083111024","5872.45971953305","6127.14946730109","6075.16615648774","5970.1089450969","5342.73903751582","5798.36443701443","6087.53527916046","6166.00475903588",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","750.812313977062","769.263784186222","778.398422659633","837.888755406452","910.016811367616","930.205340824924","952.584592669179","936.691353602435","899.540613660545","924.987893574573","954.699575461114","971.809930955939","980.146986630997","992.927982179016","986.883356307087","1051.66779113865","1165.08117308854","1240.92019492698","1315.59769214641","1341.36360114741","1438.00560432083","1504.10546455646","1610.46974658692","1647.29938266596","1758.71334622797","1810.02040904447","1844.70756342016","1864.0465109156","1913.09351121198","1954.41687901414","2012.87997812383","1987.03665037755","2028.22474077075","2039.69386168818","2073.6533232034","2122.88054169322","2181.25277228305","2251.98863445601","2327.1015407796","2416.36232619925","2517.58050563617","2553.52840907008","2560.4574089243","2587.63050810527","2639.34706860676","2703.22258344184","2832.54820018374","2974.68787145408","3125.74753015317","3208.45226745432","3305.88324715313","3290.76182774719","3288.79435493296","3283.74071993308","3301.20444348468","3370.38244716015","3444.26826193572","3517.5878945716","3635.42058228397","3769.03576992117","3835.78421490004","3896.8428528144","4088.89704539565","4177.61445981918",
"Euro area","EMU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","9964.30524629789","10446.1263340974","10952.1057699766","11389.5037638738","11954.3844275745","12447.2129868564","12887.9098449166","13238.0294599717","13890.197144498","14778.1414327141","15517.8713116404","16012.8630575177","16682.4367330715","17597.1789002943","18061.8136019852","17832.9543587765","18648.0641418824","19145.9236214246","19661.320603588","20336.583844623","20683.6025447516","20709.2706647606","20796.4264306","21041.9386511549","21506.9115712183","21963.0789009858","22458.8182233513","22965.5956183178","23876.3160270628","24751.5633686531","25528.7813416339","25992.7238992925","26170.4762304639","25871.4710760267","26424.4321361306","27003.3939710544","27399.6650399371","28081.0887382688","28872.8332362929","29650.400145298","30699.9583713665","31272.4974566067","31420.526823045","31472.2275785274","32022.269493404","32398.2810247677","33293.9052776806","34121.3471190243","34101.4220079276","32451.4343994653","33077.5392937375","33718.3760088969","33360.086738651","33176.4822348209","33528.4045686132","34118.3659418664","34657.5873381218","35497.8670418134","36051.2318593564","36586.0235057689","34306.7194629125","36354.4480887668","37450.106599012","37399.9349288204",
"Eritrea","ERI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","601.163023409692","661.303195287694","777.667974773477","757.358524045248","788.428128012409","840.577017163512","843.988835455269","832.022489632134","793.620561604165","838.898913154417","835.109997639776","780.468139189714","760.348787829391","761.031782421962","741.000743297441","739.739343408004","649.694462305529","657.786458197831","658.586271536765","702.396632469693","","","","","","","","","","","","",
"Spain","ESP","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","6217.67219305061","6889.45976792895","7505.82323919357","8154.2883117084","8502.25180594455","8936.34550713762","9486.23769468132","9776.90802686048","10286.4973179873","11092.8643857918","11436.0331188603","11824.3924635801","12647.6294952165","13482.8822077544","14085.7110758222","14009.7754794436","14320.4804389576","14576.1951146606","14647.7246126266","14525.1922827734","14727.283522557","14603.5909310161","14697.1136411382","14884.5774725596","15087.438954457","15381.8445670239","15834.8828670987","16669.9770385052","17482.0869882871","18297.2443971757","18969.8086426392","19403.3303796801","19487.9512119662","19187.1823103537","19551.1452944731","20001.790799896","20448.6014871574","21117.0185808291","21953.667519614","22846.7177460286","23937.9685518675","24707.3670736861","25026.0864710207","25310.4563874129","25654.3365515924","26145.8085786196","26762.2672557942","27218.4492597353","27025.2949432871","25778.9564650653","25702.3468448149","25402.6050717462","24634.9620884239","24368.9682370919","24783.0829468685","25754.36102944","26514.3248119679","27239.3524364815","27739.8647682529","28087.8979203438","24829.6485910222","26391.5972251563","27702.7452993409","28046.9506444221",
"Estonia","EST","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9297.69720635184","8596.95817619194","6901.85869523006","6675.30865429824","6707.59663670453","7137.53077576403","7601.66901867365","8692.29643761449","9157.06484706853","9091.33319428774","9960.13903877452","10625.5792686752","11417.1679687727","12362.2482843024","13282.545519845","14631.3873257137","16155.2074300393","17459.0983144278","16607.5680643985","14205.3948829766","14585.8386603429","15692.788829336","16257.4722043516","16553.383261103","17096.6445771582","17402.0376128079","17945.9449641749","18962.4103006448","19611.6109936281","20327.0158660721","20091.0457573356","21524.6836266196","21140.9972199425","20245.2033973271",
"Ethiopia","ETH","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","236.217843848065","240.284775531321","244.750315295669","248.150674668783","255.533800142849","267.055403350106","270.712806507011","274.271767607756","270.487296442191","272.216293539467","282.096507051068","286.233414137888","292.988839745918","294.94773674347","291.547850613553","284.833374011426","287.10196978927","290.11216966614","282.793438836125","299.353109523678","304.85043245576","296.114176143553","311.93420128259","295.569610165327","255.569560030327","272.356263137657","299.9960168023","290.26555329421","278.671989504303","276.212216819379","245.919985426716","215.636287565867","235.903120202194","235.425531799594","241.781788935424","263.255882139057","263.144399363346","246.387280402105","251.377724042943","258.870525025929","272.288550858967","268.423601807101","255.1002658482","281.520325336973","305.979354951405","329.679278769055","357.117931473262","384.572658365366","406.856927938661","445.182335585895","481.037857252846","508.065709672884","546.592835036965","586.573613503707","630.312619383054","671.290575859576","715.748734748932","744.367520290091","785.48497203795","811.255539909268","834.991291370409","857.34870016285","890.349617187314",
"European Union","EUU","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","8604.84900509273","9024.44947948881","9457.95778941111","9827.2796959118","10326.8142355316","10777.1023652799","11149.1793410665","11457.4561419398","12007.1458627429","12761.0327768893","13388.7014975773","13803.31085415","14364.9440225179","15131.6753369858","15510.332750618","15329.6067656743","15992.2667002848","16380.5408969385","16804.0390427434","17373.9035844035","17648.6976971702","17669.035468919","17756.9131333945","17965.3095187497","18372.4481329487","18754.5031828994","19184.7530650857","19614.9154615821","20356.336223861","21075.8687880501","21700.7823867356","21933.8758094311","22064.3728403912","21851.7631368675","22372.5052401948","22928.3707638576","23321.7200600511","23904.5124130627","24591.277915891","25274.6941242211","26229.1193281447","26764.4527704605","26999.6899575556","27148.099722668","27747.6389546647","28181.6934283464","29072.0854488963","29889.150656824","29984.5259646955","28612.7914108989","29208.5205574558","29816.626760492","29563.7436110835","29467.4617200329","29864.5423824829","30487.6523692732","31022.9930260778","31855.4897622019","32456.7454998497","33015.6514076378","31126.7025554185","33034.9660039527","34169.43212858","34162.5719694931",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1149.82450863797","1123.54978177889","1186.28271866963","1235.84373005698","1271.80549445075","1322.59480237954","1305.50406086382","1203.61685199032","1250.40888025094","1382.65729474798","1517.69740970415","1597.50327987556","1621.25056283999","1646.92004660311","1785.84472715884","1742.50466939042","1853.7338833432","1899.77758716282","1852.90924561907","1923.97930849695","1980.96993874188","1812.74572381339","1759.34990084785","1638.88946332811","1582.81067755825","1612.14501076569","1574.48270619079","1562.68825690219","1584.46691810624","1565.3219152723","1603.74316063505","1474.65673511631","1441.08834931719","1376.52645852065","1292.85108797822","1255.5823618177","1269.77249131058","1299.18990626711","1333.72669477287","1344.66017618576","1386.94184313483","1412.16156679494","1444.33991053435","1423.94227792039","1546.77085308197","1598.16568091847","1651.19839893966","1709.74567613477","1753.72336514721","1763.54886293981","1841.49167620552","1798.287755333","1852.89295947876","1871.64761122345","1867.1631347678","1845.31230428842","1843.53636775765","1848.81635218005","1857.92935971625","1862.88631973108","1705.4220864346","1744.12684886411","1739.65429348694","1728.12175813928",
"Finland","FIN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11142.8573364755","11905.9163270806","12177.8532382943","12489.2984694393","13070.6569321558","13717.9667249265","13990.9332709135","14217.1707004801","14479.4783823801","15877.7477308499","17128.6307481716","17510.2265992012","18752.7791597409","19948.8274409539","20486.9386386163","20764.3369697856","20773.1309102233","20764.7166189384","21309.7127150633","22769.1072735656","23921.6145223365","24133.242113004","24744.2967772251","25363.8552151954","26045.5138711526","26857.5936382327","27508.199993585","28410.8750981037","29806.3433292906","31209.7581140566","31279.9519664591","29278.3636555028","28155.0895566487","27833.7025701733","28812.303619992","29912.8979739158","30908.3003090879","32768.3781282619","34464.9908824671","35891.0056383953","37884.3913209153","38784.7725522584","39351.3903956183","40044.3048555829","41522.1750841224","42530.6196771877","44074.0309204141","46212.6409741216","46358.6204112971","42412.0978494183","43563.5721974365","44466.8176978572","43637.2486713657","43044.9971201474","42710.9212889729","42801.9081167285","43878.9667273579","45173.6294067199","45627.9198947233","46135.8814242631","44984.7344505487","46165.6865537387","46655.1653624268","45939.2916450135",
"Fiji","FJI","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","2151.18460718646","2158.66817838279","2167.69017161781","2234.02035527203","2271.80213891393","2145.43647756471","2086.06711683568","2305.91918770941","2432.65505464269","2442.83970572692","2697.40886524101","2827.67985486426","2984.32367490382","3275.14370911602","3306.62158345844","3269.26336331921","3296.86137630195","3417.62205645781","3400.05058032953","3723.18100379586","3574.11973897063","3708.04294468693","3402.2230884326","3189.16640039149","3374.28567974203","3143.84067531172","3318.16736843296","3048.91241597235","3039.42638221895","3230.2978887741","3383.82159261835","3273.99139960758","3464.75644749323","3528.06942049523","3700.47525296718","3786.07851852775","3946.43048023973","3821.06916620652","3826.16006136809","4114.96063487516","4000.85432660743","4038.13315286616","4125.32635826602","4125.72963304378","4302.34757408648","4291.71547116707","4330.82719658439","4257.51449547158","4272.3066086066","4191.34724230003","4297.13892743237","4397.90300983458","4446.73416598829","4645.04648054693","4894.04357132024","5105.18959221062","5223.37600776808","5499.12220259354","5708.91093020969","5679.05182722096","4701.3314678446","4451.60259894592","5313.02843815538","5698.96420483469",
"France","FRA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","11169.6472383218","11598.679525639","12257.7593066748","12884.0170390034","13587.6716700526","14089.5845528686","14670.5005075326","15234.3646960717","15767.283339004","16738.1676713016","17605.6389691523","18377.8689100373","19041.7897266489","20091.194013856","20813.444898838","20498.348081584","21291.988987842","21925.8324016685","22687.6115069004","23378.2949932212","23618.3996174718","23733.5935655434","24187.0947668643","24356.6592918128","24600.9923558634","24870.5058201409","25319.3150945387","25830.2389767847","26912.1812064054","27938.4697567247","28617.4435701151","28664.1318783352","28977.8889025405","28670.8863286782","29237.535511328","29745.1287289494","30057.9655533345","30650.7444765253","31633.1477495769","32546.9340522187","33592.4668300573","34009.8623977368","34146.3062683243","34183.6633444538","34893.5298119974","35208.855797143","35821.8719947773","36464.9592682158","36354.6586641081","35129.3622360858","35638.1215603451","36244.1871625918","36182.1511275816","36203.1908693774","36378.6186614699","36652.9223052178","36956.7958003293","37694.0833027304","38259.6977698474","38832.0242014303","35806.6178917772","38002.1942362252","38816.4792795643","38975.5766157236",
"Faroe Islands","FRO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44678.6695847262","42740.2539424795","42510.3466529249","44108.5803549041","47197.6740900316","49933.3503218017","52595.0254279963","52726.6873782078","52762.4287215325","53822.9099000233","54506.387071933","56099.9689639995","54248.5497985303","56856.6853862924","59699.2008265596","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","1708.14680198956","1698.95970485232","1673.18347062424","2183.93324453328","2454.7741730244","2399.17310028965","2355.74329474629","2359.85507974955","2429.26656076581","2409.41920751445","2171.99361652502","2315.45746104286","2191.01629309409","2170.53626282191","2026.4997913937","2296.8413280807","2413.41783815992","2377.9761711549","2383.59720798169","2421.52585998902","2466.07634535317","2601.12356651626","2640.53820564536","2771.01272596413","2684.94359043342","2834.63012320213","2733.10062796597","2559.40944203343","2625.91521119573","2658.8325996376","2783.11617688558","2837.37254819023","2851.77205057009","2901.44991985215","2821.34187864956","2891.87328761566","2906.26900346369","2872.93413245672","2825.09585444952","2878.11138616251","2950.79872636978","3036.44849382715","2970.26518835138","2851.03543413615","2774.69471408479","2891.32210264749","2893.08194960448","2903.55427515175","2890.49300548105","2996.31730468653","2918.51606374186","2973.05150996116","2923.22295188222","2919.04716355461",
"Gabon","GAB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","3304.69163158981","3748.95224303109","3978.99259223019","4167.2110493626","4298.58635284815","4591.27072076886","4727.33559643049","4846.11346434975","4888.2337580239","5183.78351564504","5515.17741415999","5956.28197463856","6497.31218890148","7012.41430978041","9575.90329240365","11165.451810742","14801.3411499309","12636.0707605251","9365.34373127687","9177.12834487776","9174.08073787856","9392.92587741963","8863.5768859361","9112.39176428592","9534.27745509018","9061.08019230873","8744.67553556087","7047.7604913068","7735.55537933855","8167.95011926977","8360.26303074447","8634.41993361965","8146.1955429979","8245.59150835073","8331.04983207138","8524.41915552865","8613.58056832401","8882.40287878037","8963.20497907413","7959.06479578159","7611.83571417727","7574.11491452898","7357.56671357805","7322.60614092637","7171.68353286183","7155.365484793","6750.05084879234","6937.48513442107","6497.48123897495","6295.19905485629","6514.7311629822","6735.08287919822","6840.94861246714","6977.77026945239","7039.68214859312","7090.45463394942","7038.57727823083","6893.384326889","6786.89034991238","6893.32310548088","6619.68860295977","6577.41177152079","6637.06610644966","6654.75657105081",
"United Kingdom","GBR","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","15135.1119546749","15426.2016243502","15463.8941604394","16094.471648489","16884.7746178486","17134.0413143954","17306.9316360564","17691.7915807492","18569.3987239159","18850.9389500608","19284.4869197438","19877.1598176267","20665.9960556535","21971.7243074805","21412.3512148024","21098.3743618178","21717.7359378902","22258.8198333192","23193.3954328959","24041.338024567","23524.8369726649","23331.3956961222","23805.3626651459","24801.9316298985","25324.6026235794","26315.1286500244","27081.3489722657","28481.1492719879","30047.0088495828","30741.373836081","30874.5089314482","30439.6458572767","30479.1970018521","31163.2753403968","32279.5337364039","33009.3041509745","33775.5009001382","35347.7635433746","36448.2642198935","37440.7940592239","38918.4550574708","39768.6663463971","40310.3049399328","41385.5404684913","42149.2703352153","43007.3629245892","43711.1550172471","44508.6057952919","44060.0030980603","41709.9661677375","42310.749912752","42462.1067349807","42805.8425172666","43282.2097513788","44337.6786402733","44964.3911437292","45482.1782886254","46373.6385314155","46740.5535926377","47240.599622327","42191.9173665785","45889.6110228554","47343.4743776948","47005.1190099575",
"Georgia","GEO","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","1789.99342199708","1902.99606549797","2002.25561911472","2072.58285278926","2151.35584495054","2387.46810183883","2421.14178156344","2464.77210236436","2601.53891669817","2806.25364402928","2991.21007276643","3150.85725796529","3345.20714904597","3572.82135997741","3808.01905885908","3948.86535079512","4122.87659127008","4169.97924413232","4311.29871587326","4506.66813674822","4688.0718652506","4266.72494637357","4285.87259530389","4479.40018281131","4146.2568079811","3534.03227732782","2768.81016089293","1513.85017404463","1062.09528080207","966.419596225484","1029.48054628347","1187.123206219","1354.78352202066","1431.79336069224","1503.46298776734","1561.19867638847","1661.83019106421","1768.5970116888","1977.46143338741","2105.00472843799","2321.60084285163","2554.81253503914","2891.13702331846","2970.15858282428","2887.25607935922","3090.06513662318","3362.1030031968","3609.780798626","3806.50600649051","3960.35080091901","4086.6223465965","4225.09154904806","4442.50744127374","4713.65354845303","4975.81148194814","4659.60925318234","5175.19865185825","5736.30449578597","6086.59268816499",
"Ghana","GHA","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","1107.98868818857","1114.14864727124","1132.50434397867","1154.33318407274","1151.73811833183","1139.53529904259","1064.89975769345","1071.40699428734","1049.54649664428","1085.29077596505","1159.63831051705","1187.04332564927","1125.74266761591","1125.61695089453","1168.58187679886","994.155024051645","931.75815756576","925.087338759506","973.137195820307","919.628883298731","896.745051561767","840.694703622799","759.357342268377","702.423645476253","742.668900526169","762.819070447983","784.085972707843","802.211550683395","826.518374738245","846.582913488914","852.421560877094","874.986079385874","886.652757816492","907.196352589667","915.289312149624","931.180438299907","951.922799796794","968.846043007008","990.175031887012","1008.83368924315","1020.16220904138","1033.1213644657","1050.34402424304","1075.371883631","1105.68564141382","1140.18643258283","1181.55898629629","1201.21082341578","1277.82300203746","1306.18515278459","1374.98503388049","1530.35934224593","1631.91937049872","1708.82801334178","1715.823971413","1711.27132561453","1728.09708561644","1827.27392722785","1899.8084315335","1981.61375988962","1951.06447835525","2009.35909326948","2046.00761866575","2066.37522371624",
"Gibraltar","GIB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","459.953258825429","476.096448299483","478.860486530751","478.378966180829","495.484386199163","501.858242620945","533.398483683419","507.706850161276","533.799241681607","518.686310900559","522.824547199233","516.170042090023","514.963146330258","510.642156478552","506.30737445701","519.169344678753","522.148041752329","525.535100434974","544.067668487074","551.187861030178","555.29545003059","547.277225978922","547.272113249682","557.42546274362","562.316640997031","571.982751388816","580.800065860057","598.456110162993","608.644022818827","617.75139815389","620.904456367342","635.331825962707","657.856757056142","651.305256969143","652.504219951449","658.894381308167","653.119378097401","681.828175840118","693.114105391017","668.814742536723","683.984653319546","704.737323732554","728.368437274107","738.840592841207","747.363410943931","756.425589810936","816.847079288487","878.179271511856","910.652641922598","937.703131488194","959.43197301356","972.779029847709","994.436997185642","1039.80982843842",
"Gambia, The","GMB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","537.36749046934","522.547936914866","556.506351720259","553.930055565569","571.286052528367","554.562249321205","539.80134665515","572.440609148119","588.34964345939","641.840779513619","668.322497965008","670.059568887792","690.111414261425","659.217868205414","677.708410704325","677.353215409594","649.928648807009","695.940273197942","695.003855822604","664.263412788223","665.754749302431","656.30398964424","659.33608930659","671.044603529708","667.623822073813","661.10020941191","656.990626466905","652.938359340974","633.570419622116","620.493081596351","615.983902591464","627.556346352962","630.75294538312","651.749189451799","667.965379243152","686.687685807015","645.701732092516","670.660940904494","697.472452389695","661.32191108006","638.076946483833","637.531000666533","656.703909479127","679.003612436129","697.162567788712","620.948222949223","633.58272085887","632.197151619908","605.033694011003","611.67121911225","606.316200252264","618.480768713502","645.938187151588","668.63512259134","655.576119206423","672.802271027834","688.65279140169","707.558740097353",
"Guinea-Bissau","GNB","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","523.534374766835","500.657636563082","531.278957945502","530.716507972632","536.783453086253","547.25178698705","540.40369329299","471.035085110723","500.837671936434","493.870090424778","410.160383195128","476.93550972617","489.053385487761","464.98022550989","499.426945961906","512.214286553575","500.346774358812","506.934403767016","522.003950725916","545.084542158264","569.238657023977","586.046861883031","575.667998057898","568.926193282247","569.427625923733","579.793608137804","633.785365197273","662.300431642692","504.260198940395","578.113566045675","572.899840165086","587.651805637484","595.71729487008","580.480318573824","573.612004998965","596.751132755047","597.769053437418","597.652545090429","608.804379281071","607.87596714126","625.555375376153","658.568095356301","630.172549484384","633.430642157263","622.827833456932","644.179063890749","661.48931330861","676.473623655971","685.462949775585","699.768327216702","694.278653597221","722.619244944212","736.932210638485","752.067459594336",
"Equatorial Guinea","GNQ","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","467.546347466971","470.471967634234","452.214120164572","445.228213688135","423.034604362862","451.897244640904","420.371343503484","420.506233929739","414.850473363259","394.369788972424","373.179618035888","355.914881463736","462.176086629713","494.523729286669","555.846755406005","628.880250300703","1008.32838045751","2424.82851655418","2886.15306267287","3486.79895005658","3941.66353549864","6132.84731716448","6987.94267097902","7604.48072314012","10028.3543829154","11188.4485804523","11508.9259619284","12660.9055121964","14222.5488862488","13740.8400174346","11933.3110750781","12155.8187804061","12625.2959657761","11614.0029469918","11200.810716702","9788.98380369718","8594.45021923839","7818.05359002821","7079.65052622091","6472.07088263695","5995.90584446184","5905.34479962112","5976.90010750037","5506.00504082549",
"Greece","GRC","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","5013.84969810967","5631.04429787458","5618.01618458309","6260.20103197891","6824.47445247858","7524.05549094116","7953.80487072919","8336.57345269945","8879.16658501779","9869.79166746921","10726.7154325989","11517.7385202112","12605.7491780217","13564.1148852194","12644.1849831287","13323.5642560848","14017.0667233476","14242.7838502574","15078.1618417048","15380.0956481624","15332.8943087831","14959.927561412","14699.5871267613","14456.6907810839","14674.0719359958","14984.0316186103","15011.8627048934","14623.7874981262","15195.5449654326","15690.8786863707","15525.774098793","15816.0804116595","15805.5944265411","15461.4828990506","15691.9454165323","15946.7551246365","16331.0468676621","16979.4028280844","17543.2377631658","18013.0632260146","18642.7212666989","19312.3030706347","19996.4651042147","21104.7414364219","22118.0599882249","22185.424546109","23369.1504333202","24072.7918188691","23928.5019625017","22839.2485386418","21560.3533533658","19400.8077326583","18123.6710971914","17796.2576680722","18000.4184639065","18083.8779056547","18070.7807322854","18304.3076770645","18647.4957207515","19017.9964295438","17283.2457234913","18960.8905812875","20287.7253030767","20826.8955787208",
"Grenada","GRD","GDP per capita (constant 2015 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","3061.75411915761","3242.73220156928","3444.85096394731","3441.02467875503","3479.72700015602","3573.99635036235","3641.84064357179","3717.2384258952","3901.99398976361","4169.57227445997","4562.19010911536","4731.49879970347","4942.08046517828","5149.57300171045","5183.71188436343","5074.37942935941","4919.81394698991","4954.59306599976","5017.01659114243","5200.40317786619","5424.85507396582","6025.30300591444","6403.38612487914","6678.30741336641","6512.59236420289","6718.09001473211","7319.46552527553","7220.54771176023","8124.41290710313","7748.2332057476","8168.45103019934","8190.64756366194","7596.90270609179","7505.71323056547","7505.26518609805","7354.97360262798","7461.40073626339","7939.50206647381","8379.62184743156","8621.53890148144","8933.10824925886","9252.55403427554","9247.89838199082","7915.13871412215","8223.18669804078","8766.93096365395","9134.30744686415",
